0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
15631090.209001187,4172137.2113722125,5719669.829665959,4762642.871642839,11688584.474930044,7737833.183604385,8631093.096583843,6983515.879542213,4006071.9931747946,10602669.801133536,15414089.130411629,6038623.101486833,9634757.693857588,10827348.56996386,6889625.152636796,5320419.078122907,11193776.990513457,7180807.149288207,5395885.944367449,13778599.651089622
19917.40338380176,22887.466788995538,20766.342605003425,8623.029147776742,8227.79175045853,9179.361977552613,16865.59792709565,9759.84160261996,19320.4167099202,13588.146843043927,16404.93672412901,12966.600034395604,23625.50027199165,9397.569364558138,15064.86086010844,22202.30303414058,11862.034521537063,22067.85993794756,20794.64424208179,20996.126219114598
5907.738375348297,5847.210680797986,5459.493678611961,5110.219480516255,2366.128622979442,4234.333867760804,4673.440990439737,2130.9922871833624,5818.920728957688,2326.771226022002,1891.117267916039,1673.1103157263785,6104.450252747217,1855.3617360779392,3028.7974878313294,5655.289191667941,5650.170324469518,3266.6761450715276,5303.840054149808,2261.0791444043766
1836.9560529606674,2434.7715923937435,1512.6406724041506,2439.5924506940637,1174.2586251339123,1128.031844222248,1147.4244977854362,1216.3981218536571,2727.5924910778167,1238.890611698887,1224.4404099639432,1497.071623997722,1471.7757982182943,1805.8012745815374,1893.8371051299343,878.9815358814651,1316.0001787605727,913.9378312539519,2227.6789918557333,976.5715811798027
1344.8795540419803,1070.520023379783,1487.8768999830756,822.7547153933074,727.4908629844211,395.74397175669463,1528.7712935617258,609.8033036004047,1024.2706122499521,744.8304897716737,770.7086209519956,651.408828141802,674.3893972777577,414.89534797596446,875.8483471091661,445.64139558957527,448.1199832877241,729.503151356515,519.0504079769916,468.66400538833057
767.4625436703024,306.5743181045039,673.2270615052,712.9172571494339,394.7716315879002,413.35546869940043,999.1513397919251,795.4693594504497,488.0360024139846,453.1801234967152,673.4581106292915,654.4472912674205,546.6287168559813,622.4869954376583,345.59699661905404,436.8087592173944,954.481994414531,438.7248423275746,555.0853899801692,543.2656731946182
363.36870596534465,591.6707843400408,579.0920074376867,353.83022645479645,253.86937675615138,367.3437396283788,212.35217558064653,219.54664051711933,453.8252877552439,438.76822634797924,546.7539946174379,471.50017871559174,194.98199052924,213.4571595255399,575.3637526739382,301.6117863901241,254.8478903563712,657.5343342890001,176.45716904309975,292.4430277001399
282.7787199255903,262.67601450383677,155.17055884165933,133.68889249943436,341.97434104577815,264.3280905413668,487.75651995525385,263.37536203140064,501.5984362682322,294.88926315082983,221.07962356207423,167.98165487539623,384.34540289247326,170.33036548160948,463.2385188714182,193.45232330723144,315.2704837450535,339.2365898694376,327.58904369963903,391.98937758013733
310.4816238853048,142.99884629397474,379.0183963260578,366.6326687446738,338.8690784592502,304.1349501787112,307.17633151875,277.4241954451051,184.88524738961482,243.58207397201002,390.74300011381416,258.2946461351612,295.5250168586211,294.68090064346626,117.67525252102152,137.1684062510831,191.96253986482515,145.71250147613605,360.2765130057986,145.53323962589496
301.395076135897,180.93037182162274,160.92064374234846,218.86389694097642,139.07716659471282,274.4783602163666,300.2851347696293,187.3225923574341,142.91429997062718,250.84184545708013,250.0991959119002,299.117933180539,130.40031515736013,239.32406881823195,185.76972647749932,232.74679374840977,103.70205133961377,256.7014557246475,196.27502932595027,190.33412954608042
